split,statement_id,original_label,label,label_name,statement,subject,speaker,speaker_job,state_info,party_affiliation,context,text_length_chars,text_length_words
train,9672.json,barely-true,0,not_credible,milwaukee county taxpayers paid settle lawsuit decision sheriff david clarke jr use untrained corrections officers rather deputies patrol lakefront,"labor,public-safety",chris-moews,"Lieutenant, Milwaukee Police Department",Wisconsin,democrat,an interview,147,19
train,13380.json,mostly-true,1,credible,justice department policies fbi director james comey discussing details federal investigation close election,"criminal-justice,government-regulation",robby-mook,Campaign manager for Hillary Clinton,New York,democrat,"comments on ""Meet the Press""",108,13
train,1419.json,true,1,credible,democratic presidents considerably effective creating privatesector jobs,"economy,history,workers",carolyn-maloney,U.S. Representative,New York,democrat,a floor speech in the House,72,7
train,681.json,true,1,credible,joe biden voted first gulf war opposed surge wanted partition iraq,iraq,lindsey-graham,U.S. senator,South Carolina,republican,an interview on ABC News' <i> This Week </i>,66,11
train,6693.json,barely-true,0,not_credible,says rush limbaugh made clear hed rather see country fail president barack obama succeed,bipartisanship,mark-strama,Small business owner,Texas,democrat,remarks to Texas delegates to the Democratic National Convention.,88,14
train,7754.json,mostly-true,1,credible,says rick perrys plan texas cut funding public schools,"children,education,state-budget,state-finances",fix-austin-schools,,,none,a leaflet.,54,9
train,3806.json,mostly-true,1,credible,paul ryan budget proposal would privatize medicare,"federal-budget,health-care,medicare",agenda-project,Liberal advocacy group,New York,none,an advertisement,50,7
train,6881.json,mostly-true,1,credible,high school students arrested campus twice likely graduate four times less likely graduate theyve appeared court,"criminal-justice,education",steven-teske,Clayton County Juvenile Court Judge,,none,an article,112,16
train,11690.json,pants-fire,0,not_credible,says marco rubio one open border,immigration,rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,in the CNN debate in Las Vegas,32,6
train,10570.json,mostly-true,1,credible,years federal spending education grown percent test scores remain flat,"education,federal-budget",dave-brat,College professor,Virginia,republican,a Facebook post.,70,10
train,9881.json,barely-true,0,not_credible,says cuts medicare affect people already paid paid,"federal-budget,health-care,medicare",national-republican-senatorial-committee,,,republican,a campaign ad,50,8
train,9133.json,barely-true,0,not_credible,david alameel giving thousands dollars support republican party candidates including john cornyn greg abbott,"bipartisanship,campaign-finance,candidates-biography",kesha-rogers,,Texas,democrat,an interview,108,14
train,4811.json,true,1,credible,american healthcare system burns percent national gdp nobody else close,"federal-budget,health-care",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,a speech,71,10
train,4317.json,false,0,not_credible,providences port miles closer europe eastern port,"economy,infrastructure,trade,transportation",james-bennett,"director, Department of Economic Development, Providence, R.I.",Rhode Island,newsmaker,a news conference,49,7
train,5627.json,true,1,credible,says need photo id purchase sudafed texas,"elections,legal-issues",rick-perry,Governor,Texas,republican,a Fox News interview.,41,7
train,4812.json,mostly-true,1,credible,twenty percent housing portlands pearl district affordable,"housing,infrastructure,taxes,urban",tom-hughes,Metro president,Oregon,democrat,a guest column,58,7
train,4327.json,mostly-true,1,credible,says allowing payroll tax holiday expire would end costing another estimated jobs,taxes,jeff-merkley,U.S. Senator,Oregon,democrat,letter to a constituent,81,12
train,975.json,true,1,credible,obamas budget plan would take national debt percent gross national product historically percent,federal-budget,judd-gregg,U.S. Senator,,republican,a Fox News interview,95,13
train,13026.json,barely-true,0,not_credible,says hillary clinton said veterans affairs scandal overexaggerated said satisfied going,veterans,donald-trump,President-Elect,New York,republican,the NBC Commander-In-Chief Forum ,87,11
train,11772.json,false,0,not_credible,driven health care costs lowest theyve years,health-care,hillary-clinton,Presidential candidate,New York,democrat,comments during the South Carolina Democratic presidential debate,44,7
train,1226.json,mostly-true,1,credible,lot people got rich pay top tax rate percent,taxes,michael-moore,Documentary filmmaker,,none,"in his movie ""Capitalism: A Love Story""",44,9
train,11656.json,mostly-true,1,credible,charleston sc shootershould never given gun universal background check fast enough,"corrections-and-updates,guns,homeland-security",hillary-clinton,Presidential candidate,New York,democrat,an interview with George Stephanopoulos,82,11
train,240.json,barely-true,0,not_credible,sixtyfive percent iraqi people say okay shoot american soldier,iraq,bill-richardson,Governor,New Mexico,democrat,a debate in Las Vegas,62,9
train,3197.json,false,0,not_credible,twelve judges thrown legal challenges health care law rejected notion health care law unconstitutional,"health-care,supreme-court",barack-obama,President,Illinois,democrat,an interview on Fox,102,14
train,5922.json,true,1,credible,says george lemieux one two republicans voted president barack obamas jobs bill,"candidates-biography,jobs",connie-mack,U.S. representative from Fort Myers,Florida,republican,a Web ad,79,12
train,7108.json,false,0,not_credible,precinct allen westpatrick murphy recount registered voters guatemalan community tally showed voted,elections,facebook-posts,Social media posting,,none,a post on Facebook,99,12
train,7884.json,barely-true,0,not_credible,one person kathleen sebelius going determine whether yearold lung patient sarah murnaghan would live die,"children,health-care,public-health,pundits",rush-limbaugh,Radio host,,none,his radio show,104,15
train,2411.json,pants-fire,0,not_credible,ron klein repeatedly voted favor amnesty illegal immigrants,immigration,allen-west,"U.S. representative, Florida District 22",Florida,republican,a campaign website,59,8
train,8428.json,false,0,not_credible,local law enforcement access obamacare data hubs treasure trove personal info,"criminal-justice,health-care,legal-issues,privacy",evan-feinberg,"President, Generation Opportunity","Washington, D.C.",activist,a Providence Journal commentary,77,11
train,1391.json,true,1,credible,tenure mayor saw houstons crime rates drop lowest levels years,crime,bill-white,Former mayor of Houston,Texas,democrat,the biography on his campaign Web site,62,10
train,11668.json,pants-fire,0,not_credible,barack obamas columbia university id says foreign student went barry soetoro,"corrections-and-updates,obama-birth-certificate",facebook-posts,Social media posting,,none,multiple posts,76,11
train,490.json,barely-true,0,not_credible,john mccain one richest people senate filled millionaires says solution housing crisis people get second job skip vacations,economy,moveon,,,democrat,an e-mail,123,18
train,8489.json,false,0,not_credible,terry mcauliffe wants raise taxes pay infinite promises,"education,state-budget,taxes",ken-cuccinelli,Attorney General,Virginia,republican,a debate.,55,8
train,7233.json,mostly-true,1,credible,since federal violence women act adopted cases domestic violence fallen percent,"crime,criminal-justice,women",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,a letter to congressional leadership,79,11
train,2032.json,false,0,not_credible,top percent pay half entire revenue country,taxes,trent-franks,U.S. Representative,Arizona,republican,an interview on MSNBC's 'The Dylan Ratigan Show',43,7
train,10356.json,barely-true,0,not_credible,difference previous four years things headed brought last four years total saved property tax money,"state-budget,state-finances,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,remarks to reporters,99,15
train,7386.json,barely-true,0,not_credible,united states system growers dairies bring workforce legally us,"agriculture,immigration,workers",marco-rubio,U.S. Senator,Florida,republican,a blog post on RedState.com,63,9
train,3195.json,false,0,not_credible,says never said would keep education funding,"education,state-budget",rick-scott,Governor,Florida,republican,talking about his budget proposal.,44,7
train,12497.json,true,1,credible,since college tuition nationwide gone something like four times rate inflation,education,scott-walker,Milwaukee County Executive,Wisconsin,republican,a radio interview,78,11
train,4893.json,mostly-true,1,credible,dekalb school construction projects always came budget,education,thomas-brown,,Georgia,democrat,an interview,54,7
train,689.json,false,0,not_credible,palin supported rightwing extremist pat buchanan president,israel,moveon,,,democrat,an e-mail.,58,7
train,4896.json,barely-true,0,not_credible,says sen sherrod brown voted block american energy production increase energy taxes,"energy,message-machine-2012,taxes",us-chamber-commerce,,,none,a television commercial,83,12
train,9465.json,barely-true,0,not_credible,says jeanne shaheen voted measure would amounted new national energy tax,"energy,taxes,voting-record",scott-brown,,New Hampshire,republican,a press release,72,11
train,6627.json,mostly-true,1,credible,seven presidents barack obama republicans democrats tried expand health care americans,"health-care,history",julian-castro,"Mayor, San Antonio",Texas,democrat,"a keynote speech to the Democratic National Convention in Charlotte, N.C.",86,11
